Reading /home/ssamal/workspace/conexpng/codings_1.fccsv


***Reading first 10 records***
No of Objects:10
No of attributes:64
No of concepts:8
	Completed reading 990 records
No of Objects: 1000
No of attributes: 64
No of concepts: 2080
Read time: 15119ms

-----------------------------------------------------------------------------------------------------------------------
  Object     Extent                                 Probabilities                                          Predicted    Actual
                Size       [0  , 1   , 2   , 3   , 4   , 5   , 6   , 7   , 8   , 9   ]                          Class      Class
o4.0_437       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [4.0]
 o2.0_92       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [2.0] _/
o4.0_439       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [4.0]
o1.0_996      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [1.0] _/
o1.0_753      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [1.0] _/
o1.0_511       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [1.0]
o1.0_752      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [1.0] _/
 o7.0_46       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [7.0]
o1.0_994      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [1.0]
o1.0_751      {112}    [[0.05, 0.20, 0.08, 0.04, 0.09, 0.12, 0.05, 0.14, 0.08, 0.10]]    [[1.0]]      [1.0] _/
o6.0_774       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [6.0]
o5.0_668      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [5.0]
  o9.0_0      {120}    [[0.10, 0.11, 0.07, 0.06, 0.14, 0.08, 0.09, 0.10, 0.06, 0.15]]    [[9.0]]      [9.0] _/
o1.0_513       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [1.0]
o5.0_686      {128}    [[0.10, 0.14, 0.10, 0.04, 0.09, 0.11, 0.08, 0.10, 0.10, 0.09]]    [[1.0]]      [5.0]
o5.0_444      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [5.0]
o6.0_776       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [6.0]
o5.0_688      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [5.0]
o0.0_423      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [0.0]
o0.0_665       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [0.0]
o0.0_425       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [0.0]
o5.0_442      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [5.0]
o0.0_663       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [0.0]
o2.0_377       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [2.0] _/
o2.0_135      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [2.0] _/
o9.0_800      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [9.0]
o2.0_137      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [2.0]
o4.0_228      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [4.0]
o7.0_950       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [7.0]
o1.0_765      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [1.0] _/
 o2.0_69      {132}    [[0.08, 0.12, 0.09, 0.10, 0.12, 0.09, 0.10, 0.09, 0.06, 0.10]]    [[1.0]]      [2.0]
o1.0_763       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [1.0]
o2.0_370       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [2.0] _/
o2.0_372      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [2.0] _/
o2.0_375      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [2.0] _/
 o2.0_67      {120}    [[0.07, 0.13, 0.13, 0.09, 0.14, 0.08, 0.06, 0.07, 0.09, 0.10]]    [[4.0]]      [2.0]
 o0.0_53      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [0.0]
 o9.0_57       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [9.0]
 o0.0_51      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [0.0]
o8.0_809      {128}    [[0.12, 0.08, 0.10, 0.10, 0.11, 0.07, 0.06, 0.09, 0.10, 0.11]]    [[0.0]]      [8.0]
 o9.0_55      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [9.0]
o0.0_675      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [0.0]
o5.0_692      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [5.0]
o8.0_807      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [8.0]
o0.0_677      {120}    [[0.10, 0.09, 0.10, 0.10, 0.10, 0.10, 0.06, 0.12, 0.09, 0.11]]    [[7.0]]      [0.0]
o8.0_804      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [8.0]
o8.0_802      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [8.0]
o5.0_690      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [5.0]
o4.0_226       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
o2.0_366      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [2.0]
o2.0_368       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [2.0] _/
o1.0_772       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [1.0] _/
o1.0_530      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [1.0] _/
o1.0_771      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [1.0]
o1.0_770      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [1.0]
o6.0_792      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [6.0]
o3.0_352      {136}    [[0.11, 0.11, 0.10, 0.10, 0.14, 0.03, 0.12, 0.06, 0.08, 0.11]]    [[4.0]]      [3.0]
o6.0_790       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [6.0]
o2.0_360      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [2.0] _/
o3.0_350       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [3.0]
o1.0_532      {128}    [[0.12, 0.08, 0.10, 0.10, 0.11, 0.07, 0.06, 0.09, 0.10, 0.11]]    [[0.0]]      [1.0]
o1.0_773       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [1.0] _/
o2.0_120      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [2.0]
 o2.0_75      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [2.0]
o6.0_313       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [6.0]
o1.0_778       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [1.0]
o6.0_311      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [6.0]
 o2.0_77      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [2.0]
o0.0_449       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [0.0]
o6.0_713       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [6.0]
o4.0_890      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [4.0]
o6.0_711      {132}    [[0.09, 0.12, 0.12, 0.07, 0.09, 0.07, 0.08, 0.07, 0.10, 0.12]]    [[1.0]]      [6.0]
o8.0_617      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [8.0]
o0.0_447      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [0.0]
o0.0_682      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [0.0]
o8.0_615      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [8.0]
o0.0_200      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [0.0]
o4.0_414       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
o0.0_684      {128}    [[0.10, 0.14, 0.10, 0.04, 0.09, 0.11, 0.08, 0.10, 0.10, 0.09]]    [[1.0]]      [0.0]
o4.0_892      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [4.0]
o3.0_559      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [3.0]
o3.0_565      {120}    [[0.10, 0.11, 0.07, 0.06, 0.14, 0.08, 0.09, 0.10, 0.06, 0.15]]    [[9.0]]      [3.0]
o2.0_358      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [2.0]
o3.0_563       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [3.0]
o1.0_780      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [1.0]
o2.0_118      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [2.0]
o3.0_561       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [3.0]
o3.0_560       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [3.0]
o2.0_590       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [2.0] _/
o2.0_351       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [2.0] _/
o2.0_592      {128}    [[0.10, 0.14, 0.10, 0.04, 0.09, 0.11, 0.08, 0.10, 0.10, 0.09]]    [[1.0]]      [2.0]
o2.0_353      {136}    [[0.11, 0.11, 0.10, 0.10, 0.14, 0.03, 0.12, 0.06, 0.08, 0.11]]    [[4.0]]      [2.0]
o0.0_217       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [0.0]
o6.0_723       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [6.0]
o0.0_213      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [0.0] _/
o0.0_698      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [0.0]
o0.0_215      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [0.0] _/
o0.0_699      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [0.0]
o6.0_725      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [6.0]
o7.0_995      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [7.0]
o0.0_211       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [0.0]
o7.0_997      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [7.0]
o8.0_625      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [8.0]
o8.0_623      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [8.0]
o9.0_811      {128}    [[0.12, 0.08, 0.10, 0.10, 0.11, 0.07, 0.06, 0.09, 0.10, 0.11]]    [[0.0]]      [9.0]
o9.0_813       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [9.0]
o2.0_346      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [2.0]
o2.0_348       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [2.0] _/
o2.0_347      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [2.0]
o2.0_349       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [2.0] _/
 o7.0_87      {112}    [[0.05, 0.14, 0.09, 0.05, 0.06, 0.13, 0.08, 0.16, 0.10, 0.10]]    [[7.0]]      [7.0] _/
 o7.0_89       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [7.0]
o2.0_582      {136}    [[0.11, 0.07, 0.11, 0.11, 0.09, 0.04, 0.07, 0.09, 0.11, 0.16]]    [[9.0]]      [2.0]
o2.0_581      {136}    [[0.11, 0.07, 0.11, 0.11, 0.09, 0.04, 0.07, 0.09, 0.11, 0.16]]    [[9.0]]      [2.0]
o6.0_731      {136}    [[0.06, 0.13, 0.09, 0.10, 0.13, 0.10, 0.09, 0.10, 0.02, 0.13]]    [[1.0]]      [6.0]
o2.0_584       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [2.0]
o2.0_341      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [2.0]
 o9.0_26      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [9.0]
o5.0_642      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [5.0]
o7.0_509       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [7.0]
o5.0_644       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [5.0]
o6.0_733      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [6.0]
o0.0_224       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [0.0]
o0.0_466       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [0.0]
o6.0_739      {132}    [[0.12, 0.09, 0.06, 0.06, 0.12, 0.09, 0.10, 0.09, 0.12, 0.09]]    [[0.0]]      [6.0]
 o9.0_20      {120}    [[0.07, 0.13, 0.13, 0.09, 0.14, 0.08, 0.06, 0.07, 0.09, 0.10]]    [[4.0]]      [9.0]
o0.0_468      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [0.0] _/
o5.0_881      {144}    [[0.04, 0.15, 0.09, 0.08, 0.15, 0.07, 0.13, 0.06, 0.06, 0.13]]    [[1.0]]      [5.0]
o0.0_222       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [0.0]
o7.0_502      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [7.0]
o4.0_435      {108}    [[0.08, 0.13, 0.11, 0.08, 0.13, 0.10, 0.07, 0.05, 0.07, 0.13]]    [[1.0]]      [4.0]
o7.0_504      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [7.0]
 o9.0_28       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [9.0] _/
o7.0_507      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [7.0]
o2.0_333       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [2.0]
o9.0_844      {140}    [[0.10, 0.10, 0.12, 0.08, 0.09, 0.09, 0.09, 0.07, 0.11, 0.12]]    [[2.0]]      [9.0]
o2.0_335       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [2.0]
o3.0_301       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [3.0]
o4.0_669      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [4.0]
o4.0_427       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
o2.0_337       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [2.0]
o2.0_579      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [2.0]
o3.0_784      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [3.0]
o4.0_429      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [4.0] _/
o2.0_339       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [2.0]
o9.0_842      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [9.0]
o3.0_782      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [3.0]
o9.0_609      {124}    [[0.06, 0.14, 0.11, 0.11, 0.08, 0.08, 0.08, 0.08, 0.10, 0.12]]    [[1.0]]      [9.0]
o6.0_741       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [6.0]
o5.0_635      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [5.0]
o9.0_607      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [9.0]
o2.0_331      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [2.0]
o5.0_637      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [5.0]
o5.0_879      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [5.0]
 o9.0_14      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [9.0] _/
o5.0_411       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [5.0]
o5.0_413       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [5.0]
o5.0_655      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [5.0]
o8.0_604      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [8.0]
o0.0_473       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [0.0]
o8.0_602      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [8.0]
o4.0_667       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [4.0]
o3.0_309      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [3.0]
 o9.0_18       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [9.0] _/
o0.0_471      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [0.0] _/
o3.0_307      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [3.0]
 o9.0_16       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [9.0] _/
o2.0_322      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [2.0]
o3.0_558      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [3.0]
o9.0_833      {140}    [[0.10, 0.10, 0.12, 0.08, 0.09, 0.09, 0.09, 0.07, 0.11, 0.12]]    [[2.0]]      [9.0]
o2.0_566      {120}    [[0.10, 0.11, 0.07, 0.06, 0.14, 0.08, 0.09, 0.10, 0.06, 0.15]]    [[9.0]]      [2.0]
o2.0_324      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [2.0]
o2.0_568      {112}    [[0.08, 0.08, 0.14, 0.10, 0.09, 0.06, 0.08, 0.09, 0.06, 0.16]]    [[9.0]]      [2.0]
o4.0_416      {144}    [[0.08, 0.10, 0.05, 0.10, 0.12, 0.06, 0.08, 0.10, 0.11, 0.15]]    [[9.0]]      [4.0]
o9.0_831      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [9.0]
