Reading /home/ssamal/workspace/conexpng/floating_codings_1.fccsv


***Reading first 10 records***
No of Objects:10
No of attributes:64
No of concepts:386
	Completed reading 490 records
No of Objects: 500
No of attributes: 64
No of concepts: 2080
Read time: 5848ms

-----------------------------------------------------------------------------------------------------------------------
  Object     Extent                                 Probabilities                                          Predicted    Actual
                Size       [0  , 1   , 2   , 3   , 4   , 5   , 6   , 7   , 8   , 9   ]                          Class      Class
o0.0_308       {75}    [[0.18, 0.17, 0.04, 0.14, 0.04, 0.06, 0.02, 0.17, 0.08, 0.06]]    [[0.0]]      [0.0] _/
o5.0_325       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [5.0]
o5.0_320       {73}    [[0.05, 0.35, 0.04, 0.16, 0.08, 0.06, 0.09, 0.02, 0.05, 0.05]]    [[1.0]]      [5.0]
o0.0_304       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [0.0]
o4.0_478       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [4.0] _/
o4.0_353       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]    [[8.0]]      [4.0]
o4.0_232       {73}    [[0.08, 0.05, 0.02, 0.05, 0.17, 0.05, 0.12, 0.05, 0.23, 0.13]]    [[8.0]]      [4.0]
o4.0_475       {66}    [[0.12, 0.00, 0.13, 0.18, 0.12, 0.07, 0.16, 0.12, 0.01, 0.06]]    [[3.0]]      [4.0]
o2.0_135       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [2.0]
o3.0_106       {81}    [[0.03, 0.07, 0.04, 0.14, 0.19, 0.07, 0.01, 0.12, 0.17, 0.11]]    [[4.0]]      [3.0]
o2.0_258       {57}    [[0.07, 0.05, 0.07, 0.15, 0.15, 0.10, 0.14, 0.03, 0.17, 0.03]]    [[8.0]]      [2.0]
o3.0_468       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [3.0]
o2.0_379       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [2.0]
o4.0_108       {77}    [[0.10, 0.15, 0.07, 0.10, 0.15, 0.07, 0.07, 0.07, 0.10, 0.06]]    [[1.0]]      [4.0]
 o7.0_14       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [7.0]
o3.0_223       {73}    [[0.08, 0.05, 0.02, 0.05, 0.17, 0.05, 0.12, 0.05, 0.23, 0.13]]    [[8.0]]      [3.0]
o4.0_109       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [4.0] _/
 o7.0_11       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [7.0] _/
o6.0_301       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]    [[6.0]]      [6.0] _/
o5.0_436       {74}    [[0.04, 0.02, 0.02, 0.02, 0.17, 0.18, 0.10, 0.10, 0.18, 0.10]]    [[5.0]]      [5.0] _/
o5.0_315       {70}    [[0.04, 0.02, 0.14, 0.05, 0.17, 0.15, 0.10, 0.10, 0.11, 0.08]]    [[4.0]]      [5.0]
o6.0_423       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [6.0]
o5.0_316       {75}    [[0.16, 0.00, 0.09, 0.09, 0.20, 0.09, 0.05, 0.04, 0.18, 0.08]]    [[4.0]]      [5.0]
o2.0_253       {80}    [[0.06, 0.11, 0.07, 0.06, 0.23, 0.08, 0.06, 0.01, 0.13, 0.15]]    [[4.0]]      [2.0]
o1.0_403       {71}    [[0.14, 0.12, 0.04, 0.16, 0.15, 0.07, 0.04, 0.12, 0.04, 0.08]]    [[3.0]]      [1.0]
o5.0_336       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [5.0]
o6.0_309       {80}    [[0.05, 0.12, 0.07, 0.08, 0.18, 0.12, 0.10, 0.08, 0.08, 0.07]]    [[4.0]]      [6.0]
 o0.0_57       {71}    [[0.23, 0.08, 0.08, 0.19, 0.02, 0.04, 0.08, 0.15, 0.07, 0.01]]    [[0.0]]      [0.0] _/
o5.0_452       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [5.0]
o4.0_224       {57}    [[0.07, 0.05, 0.07, 0.15, 0.15, 0.10, 0.14, 0.03, 0.17, 0.03]]    [[8.0]]      [4.0]
o0.0_310       {77}    [[0.10, 0.15, 0.07, 0.10, 0.15, 0.07, 0.07, 0.07, 0.10, 0.06]]    [[1.0]]      [0.0]
o0.0_431       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [0.0]
o4.0_221       {67}    [[0.05, 0.05, 0.13, 0.11, 0.22, 0.02, 0.05, 0.19, 0.07, 0.04]]    [[4.0]]      [4.0] _/
o4.0_100       {73}    [[0.08, 0.05, 0.02, 0.05, 0.17, 0.05, 0.12, 0.05, 0.23, 0.13]]    [[8.0]]      [4.0]
o4.0_220       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [4.0]
 o2.0_72       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [2.0]
 o2.0_74       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [2.0]
o3.0_479       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [3.0] _/
o2.0_247       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [2.0]
o3.0_358       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [3.0]
o3.0_236       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [3.0] _/
o3.0_234       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [3.0] _/
o2.0_127       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [2.0]
o3.0_110       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [3.0]
o3.0_473       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [3.0]
o5.0_207       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [5.0]
o5.0_447       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [5.0]
o2.0_483       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [2.0]
o6.0_434       {57}    [[0.07, 0.05, 0.07, 0.15, 0.15, 0.10, 0.14, 0.03, 0.17, 0.03]]    [[8.0]]      [6.0]
o2.0_361       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [2.0]
o2.0_243       {68}    [[0.10, 0.20, 0.10, 0.19, 0.05, 0.05, 0.07, 0.02, 0.07, 0.10]]    [[1.0]]      [2.0]
o2.0_364       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [2.0]
o6.0_432       {70}    [[0.04, 0.02, 0.14, 0.05, 0.17, 0.15, 0.10, 0.10, 0.11, 0.08]]    [[4.0]]      [6.0]
o2.0_484       {77}    [[0.06, 0.03, 0.10, 0.12, 0.10, 0.09, 0.07, 0.14, 0.12, 0.11]]    [[7.0]]      [2.0]
o6.0_311       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [6.0]
o0.0_448       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [0.0]
o1.0_418       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [1.0]
o4.0_412       {57}    [[0.07, 0.05, 0.07, 0.15, 0.15, 0.10, 0.14, 0.03, 0.17, 0.03]]    [[8.0]]      [4.0]
o0.0_442       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [0.0]
o0.0_321       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [0.0]
o3.0_438       {71}    [[0.05, 0.16, 0.08, 0.09, 0.11, 0.02, 0.07, 0.08, 0.12, 0.16]]    [[1.0]]      [3.0]
o3.0_206       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [3.0]
o2.0_356       {66}    [[0.12, 0.00, 0.13, 0.18, 0.12, 0.07, 0.16, 0.12, 0.01, 0.06]]    [[3.0]]      [2.0]
o3.0_202       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [3.0]
o2.0_239       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [2.0]
o3.0_441       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [3.0] _/
 o7.0_77       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [7.0] _/
o2.0_470       {74}    [[0.04, 0.02, 0.02, 0.02, 0.17, 0.18, 0.10, 0.10, 0.18, 0.10]]    [[5.0]]      [2.0]
o1.0_425       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [1.0]
o0.0_338       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [0.0]
o0.0_219       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [0.0]
o0.0_215       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [0.0]
o0.0_337       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [0.0]
o0.0_453       {68}    [[0.10, 0.20, 0.10, 0.19, 0.05, 0.05, 0.07, 0.02, 0.07, 0.10]]    [[1.0]]      [0.0]
o3.0_449       {76}    [[0.03, 0.21, 0.05, 0.18, 0.19, 0.09, 0.00, 0.03, 0.11, 0.06]]    [[1.0]]      [3.0]
o2.0_344       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [2.0]
o2.0_222       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [2.0]
o3.0_216       {70}    [[0.14, 0.10, 0.07, 0.18, 0.20, 0.07, 0.00, 0.15, 0.05, 0.01]]    [[4.0]]      [3.0]
o2.0_101       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [2.0]
o2.0_346       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [2.0]
o2.0_469       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [2.0]
o3.0_333       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [3.0]
o7.0_400       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [7.0] _/
o3.0_451       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [3.0]
 o7.0_87       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [7.0]
o1.0_312       {76}    [[0.03, 0.21, 0.05, 0.18, 0.19, 0.09, 0.00, 0.03, 0.11, 0.06]]    [[1.0]]      [1.0] _/
 o2.0_59       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [2.0]
 o7.0_86       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [7.0] _/
o0.0_228       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [0.0]
 o9.0_23       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [9.0]
 o2.0_18       {86}    [[0.09, 0.01, 0.06, 0.16, 0.11, 0.03, 0.13, 0.09, 0.15, 0.12]]    [[3.0]]      [2.0]
o0.0_103       {75}    [[0.16, 0.00, 0.09, 0.09, 0.20, 0.09, 0.05, 0.04, 0.18, 0.08]]    [[4.0]]      [0.0]
o0.0_464       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [0.0] _/
 o9.0_28       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [9.0]
o2.0_458       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [2.0]
o4.0_306       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [4.0] _/
o4.0_307       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [4.0] _/
o1.0_204       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [1.0]
 o7.0_54       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [7.0] _/
o1.0_324       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [1.0]
o1.0_208       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]    [[6.0]]      [1.0]
o0.0_118       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]    [[8.0]]      [0.0]
o5.0_410       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [5.0]
 o2.0_29       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [2.0]
o0.0_237       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [0.0]
o0.0_238       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [0.0]
o0.0_117       {77}    [[0.23, 0.09, 0.12, 0.10, 0.01, 0.10, 0.09, 0.11, 0.10, 0.01]]    [[0.0]]      [0.0] _/
o4.0_302       {80}    [[0.05, 0.12, 0.07, 0.08, 0.18, 0.12, 0.10, 0.08, 0.08, 0.07]]    [[4.0]]      [4.0] _/
o0.0_111       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [0.0] _/
o0.0_471       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [0.0]
 o9.0_16       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [9.0]
o3.0_437       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [3.0]
o1.0_332       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [1.0]
o3.0_433       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [3.0] _/
 o7.0_69       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [7.0] _/
 o2.0_36       {71}    [[0.05, 0.16, 0.08, 0.09, 0.11, 0.02, 0.07, 0.08, 0.12, 0.16]]    [[1.0]]      [2.0]
 o2.0_35       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [2.0]
o1.0_455       {75}    [[0.18, 0.17, 0.04, 0.14, 0.04, 0.06, 0.02, 0.17, 0.08, 0.06]]    [[0.0]]      [1.0]
 o7.0_62       {57}    [[0.07, 0.05, 0.07, 0.15, 0.15, 0.10, 0.14, 0.03, 0.17, 0.03]]    [[8.0]]      [7.0]
o1.0_339       {77}    [[0.10, 0.15, 0.07, 0.10, 0.15, 0.07, 0.07, 0.07, 0.10, 0.06]]    [[1.0]]      [1.0] _/
 o6.0_24       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [6.0]
o6.0_359       {74}    [[0.18, 0.01, 0.10, 0.14, 0.01, 0.12, 0.06, 0.09, 0.12, 0.12]]    [[0.0]]      [6.0]
o8.0_413       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]    [[8.0]]      [8.0] _/
 o3.0_83       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [3.0] _/
o9.0_196       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [9.0]
o8.0_300       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [8.0]
o8.0_421       {80}    [[0.16, 0.01, 0.05, 0.07, 0.02, 0.11, 0.03, 0.25, 0.18, 0.08]]    [[7.0]]      [8.0]
o3.0_402       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [3.0]
o1.0_343       {73}    [[0.05, 0.35, 0.04, 0.16, 0.08, 0.06, 0.09, 0.02, 0.05, 0.05]]    [[1.0]]      [1.0] _/
o1.0_340       {71}    [[0.05, 0.16, 0.08, 0.09, 0.11, 0.02, 0.07, 0.08, 0.12, 0.16]]    [[1.0]]      [1.0] _/
o6.0_121       {73}    [[0.08, 0.05, 0.02, 0.05, 0.17, 0.05, 0.12, 0.05, 0.23, 0.13]]    [[8.0]]      [6.0]
o1.0_225       {70}    [[0.15, 0.07, 0.08, 0.08, 0.24, 0.10, 0.11, 0.07, 0.01, 0.05]]    [[4.0]]      [1.0]
o6.0_240       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [6.0]
o6.0_246       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [6.0]
o6.0_244       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]    [[8.0]]      [6.0]
o1.0_348       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [1.0]
 o6.0_37       {81}    [[0.17, 0.08, 0.01, 0.07, 0.02, 0.04, 0.17, 0.17, 0.12, 0.11]]    [[0.0]]      [6.0]
  o7.0_6       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [7.0] _/
o8.0_428       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [8.0] _/
 o3.0_70       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [3.0]
o3.0_408       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [3.0]
o8.0_424       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [8.0]
o8.0_422       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [8.0]
o4.0_167       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [4.0] _/
o3.0_415       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [3.0] _/
o8.0_430       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [8.0] _/
o1.0_112       {77}    [[0.16, 0.02, 0.03, 0.12, 0.05, 0.06, 0.06, 0.10, 0.18, 0.16]]    [[8.0]]      [1.0]
o1.0_233       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [1.0]
o6.0_491       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [6.0]
o1.0_354       {73}    [[0.05, 0.35, 0.04, 0.16, 0.08, 0.06, 0.09, 0.02, 0.05, 0.05]]    [[1.0]]      [1.0] _/
  o0.0_2       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [0.0]
o1.0_474       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [1.0]
  o0.0_7       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [0.0] _/
o1.0_116       {73}    [[0.05, 0.35, 0.04, 0.16, 0.08, 0.06, 0.09, 0.02, 0.05, 0.05]]    [[1.0]]      [1.0] _/
o1.0_115       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [1.0]
o6.0_493       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [6.0]
o1.0_477       {71}    [[0.05, 0.16, 0.08, 0.09, 0.11, 0.02, 0.07, 0.08, 0.12, 0.16]]    [[1.0]]      [1.0] _/
o1.0_113       {68}    [[0.10, 0.20, 0.10, 0.19, 0.05, 0.05, 0.07, 0.02, 0.07, 0.10]]    [[1.0]]      [1.0] _/
o6.0_137       {81}    [[0.17, 0.08, 0.01, 0.07, 0.02, 0.04, 0.17, 0.17, 0.12, 0.11]]    [[0.0]]      [6.0]
o6.0_498       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]    [[6.0]]      [6.0] _/
 o7.0_90       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [7.0]
o4.0_197       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [4.0] _/
 o3.0_66       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [3.0]
o4.0_190       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [4.0] _/
o1.0_360       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [1.0]
o6.0_260       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [6.0]
o1.0_365       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [1.0]
o1.0_241       {68}    [[0.10, 0.20, 0.10, 0.19, 0.05, 0.05, 0.07, 0.02, 0.07, 0.10]]    [[1.0]]      [1.0] _/
o1.0_362       {85}    [[0.03, 0.18, 0.07, 0.03, 0.03, 0.20, 0.14, 0.10, 0.05, 0.12]]    [[5.0]]      [1.0]
o1.0_248       {71}    [[0.05, 0.16, 0.08, 0.09, 0.11, 0.02, 0.07, 0.08, 0.12, 0.16]]    [[1.0]]      [1.0] _/
o1.0_489       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [1.0]
o6.0_262       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]    [[8.0]]      [6.0]
o6.0_389       {77}    [[0.05, 0.19, 0.00, 0.07, 0.14, 0.03, 0.15, 0.03, 0.06, 0.23]]    [[9.0]]      [6.0]
o6.0_145       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [6.0]
o6.0_388       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [6.0]
