Reading /home/ssamal/workspace/conexpng/binary_codings_1.fccsv


***Reading first 10 records***
No of Objects:10
No of attributes:64
No of concepts:394
	Completed reading 490 records
No of Objects: 500
No of attributes: 64
No of concepts: 2080
Read time: 5797ms

-----------------------------------------------------------------------------------------------------------------------
  Object     Extent                                 Probabilities                                          Predicted    Actual
                Size       [0  , 1   , 2   , 3   , 4   , 5   , 6   , 7   , 8   , 9   ]                          Class      Class
  o9_409       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [9]
  o3_198       {63}    [[0.15, 0.07, 0.09, 0.19, 0.14, 0.11, 0.04, 0.09, 0.03, 0.04]]      [[3]]        [3] _/
  o1_348       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [1]
  o1_340       {76}    [[0.03, 0.21, 0.05, 0.18, 0.19, 0.09, 0.00, 0.03, 0.11, 0.06]]      [[1]]        [1] _/
  o1_343       {85}    [[0.03, 0.18, 0.07, 0.03, 0.03, 0.20, 0.14, 0.10, 0.05, 0.12]]      [[5]]        [1]
   o3_93       {75}    [[0.16, 0.00, 0.09, 0.09, 0.20, 0.09, 0.05, 0.04, 0.18, 0.08]]      [[4]]        [3]
  o2_278       {83}    [[0.00, 0.10, 0.06, 0.04, 0.15, 0.10, 0.14, 0.15, 0.14, 0.07]]      [[4]]        [2]
   o4_60       {70}    [[0.04, 0.02, 0.14, 0.05, 0.17, 0.15, 0.10, 0.10, 0.11, 0.08]]      [[4]]        [4] _/
  o0_406       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [0]
   o5_39       {65}    [[0.07, 0.06, 0.07, 0.13, 0.16, 0.09, 0.13, 0.04, 0.16, 0.03]]      [[4]]        [5]
  o3_180       {77}    [[0.03, 0.09, 0.12, 0.16, 0.03, 0.10, 0.15, 0.05, 0.11, 0.10]]      [[3]]        [3] _/
  o0_401       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [0]
  o1_115       {63}    [[0.15, 0.07, 0.09, 0.19, 0.14, 0.11, 0.04, 0.09, 0.03, 0.04]]      [[3]]        [1]
  o1_116       {76}    [[0.03, 0.21, 0.05, 0.18, 0.19, 0.09, 0.00, 0.03, 0.11, 0.06]]      [[1]]        [1] _/
  o2_391       {80}    [[0.18, 0.17, 0.03, 0.13, 0.05, 0.06, 0.02, 0.18, 0.07, 0.06]]      [[0]]        [2]
  o1_474       {63}    [[0.15, 0.07, 0.09, 0.19, 0.14, 0.11, 0.04, 0.09, 0.03, 0.04]]      [[3]]        [1]
  o1_233       {77}    [[0.03, 0.09, 0.12, 0.16, 0.03, 0.10, 0.15, 0.05, 0.11, 0.10]]      [[3]]        [1]
  o1_112       {85}    [[0.03, 0.18, 0.07, 0.03, 0.03, 0.20, 0.14, 0.10, 0.05, 0.12]]      [[5]]        [1]
  o1_354       {76}    [[0.03, 0.21, 0.05, 0.18, 0.19, 0.09, 0.00, 0.03, 0.11, 0.06]]      [[1]]        [1] _/
  o1_113       {76}    [[0.03, 0.21, 0.05, 0.18, 0.19, 0.09, 0.00, 0.03, 0.11, 0.06]]      [[1]]        [1] _/
  o1_477       {87}    [[0.06, 0.17, 0.12, 0.09, 0.10, 0.02, 0.06, 0.06, 0.13, 0.13]]      [[1]]        [1] _/
  o2_484       {83}    [[0.06, 0.03, 0.10, 0.14, 0.10, 0.08, 0.08, 0.13, 0.13, 0.10]]      [[3]]        [2]
  o2_243       {80}    [[0.05, 0.12, 0.07, 0.08, 0.18, 0.12, 0.10, 0.08, 0.08, 0.07]]      [[4]]        [2]
  o2_364       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]      [[7]]        [2]
  o2_361       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]      [[7]]        [2]
  o2_483       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]      [[6]]        [2]
  o3_290       {65}    [[0.07, 0.06, 0.07, 0.13, 0.16, 0.09, 0.13, 0.04, 0.16, 0.03]]      [[4]]        [3]
   o6_37       {87}    [[0.18, 0.08, 0.01, 0.06, 0.03, 0.05, 0.16, 0.17, 0.11, 0.11]]      [[0]]        [6]
  o2_127       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [2]
  o0_431       {74}    [[0.04, 0.02, 0.02, 0.02, 0.17, 0.18, 0.10, 0.10, 0.18, 0.10]]      [[5]]        [0]
  o0_310       {78}    [[0.23, 0.08, 0.12, 0.10, 0.01, 0.10, 0.10, 0.11, 0.10, 0.01]]      [[0]]        [0] _/
  o2_247       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]      [[6]]        [2]
  o1_324       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [1]
  o1_204       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]      [[6]]        [1]
  o3_297       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [3]
  o1_208       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]      [[6]]        [1]
  o3_294       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]      [[8]]        [3]
  o2_135       {63}    [[0.15, 0.07, 0.09, 0.19, 0.14, 0.11, 0.04, 0.09, 0.03, 0.04]]      [[3]]        [2]
  o2_253       {91}    [[0.16, 0.14, 0.12, 0.17, 0.12, 0.05, 0.05, 0.07, 0.07, 0.01]]      [[3]]        [2]
   o4_84       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [4]
  o0_304       {70}    [[0.11, 0.00, 0.12, 0.18, 0.12, 0.08, 0.17, 0.11, 0.01, 0.05]]      [[3]]        [0]
  o0_308       {80}    [[0.18, 0.17, 0.03, 0.13, 0.05, 0.06, 0.02, 0.18, 0.07, 0.06]]      [[0]]        [0] _/
  o0_429       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [0] _/
   o6_24       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [6]
  o2_258       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [2]
  o2_379       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]      [[7]]        [2]
  o3_288       {65}    [[0.07, 0.06, 0.07, 0.13, 0.16, 0.09, 0.13, 0.04, 0.16, 0.03]]      [[4]]        [3]
  o1_339       {78}    [[0.23, 0.08, 0.12, 0.10, 0.01, 0.10, 0.10, 0.11, 0.10, 0.01]]      [[0]]        [1]
  o3_161       {65}    [[0.07, 0.06, 0.07, 0.13, 0.16, 0.09, 0.13, 0.04, 0.16, 0.03]]      [[4]]        [3]
  o3_168       {75}    [[0.16, 0.00, 0.09, 0.09, 0.20, 0.09, 0.05, 0.04, 0.18, 0.08]]      [[4]]        [3]
  o1_332       {77}    [[0.03, 0.09, 0.12, 0.16, 0.03, 0.10, 0.15, 0.05, 0.11, 0.10]]      [[3]]        [1]
  o1_455       {76}    [[0.03, 0.21, 0.05, 0.18, 0.19, 0.09, 0.00, 0.03, 0.11, 0.06]]      [[1]]        [1] _/
  o9_174       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [9]
  o0_338       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [0]
  o7_201       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [7]
  o7_322       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]      [[7]]        [7] _/
   o6_53       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [6]
  o0_215       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [0]
  o2_187       {93}    [[0.08, 0.05, 0.04, 0.16, 0.09, 0.07, 0.01, 0.06, 0.33, 0.07]]      [[8]]        [2]
  o0_337       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [0]
  o0_219       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [0]
  o7_200       {71}    [[0.18, 0.00, 0.09, 0.14, 0.04, 0.09, 0.08, 0.19, 0.02, 0.12]]      [[7]]        [7] _/
  o0_453       {87}    [[0.14, 0.01, 0.04, 0.06, 0.02, 0.12, 0.03, 0.24, 0.17, 0.12]]      [[7]]        [0]
  o8_130       {71}    [[0.14, 0.07, 0.04, 0.16, 0.11, 0.14, 0.07, 0.05, 0.05, 0.14]]      [[3]]        [8]
  o8_251       {65}    [[0.07, 0.06, 0.07, 0.13, 0.16, 0.09, 0.13, 0.04, 0.16, 0.03]]      [[4]]        [8]
  o8_255       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [8]
  o1_384       {76}    [[0.03, 0.21, 0.05, 0.18, 0.19, 0.09, 0.00, 0.03, 0.11, 0.06]]      [[1]]        [1] _/
  o1_264       {71}    [[0.14, 0.07, 0.04, 0.16, 0.11, 0.14, 0.07, 0.05, 0.05, 0.14]]      [[3]]        [1]
  o8_371       {80}    [[0.18, 0.17, 0.03, 0.13, 0.05, 0.06, 0.02, 0.18, 0.07, 0.06]]      [[0]]        [8]
  o8_370       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [8]
  o7_454       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [7]
  o0_448       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [0]
  o7_213       {71}    [[0.14, 0.07, 0.04, 0.16, 0.11, 0.14, 0.07, 0.05, 0.05, 0.14]]      [[3]]        [7]
   o7_11       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [7]
   o5_75       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [5]
  o9_285       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [9]
  o7_450       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [7]
  o9_169       {71}    [[0.14, 0.07, 0.04, 0.16, 0.11, 0.14, 0.07, 0.05, 0.05, 0.14]]      [[3]]        [9]
  o9_289       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]      [[7]]        [9]
  o1_392       {76}    [[0.03, 0.21, 0.05, 0.18, 0.19, 0.09, 0.00, 0.03, 0.11, 0.06]]      [[1]]        [1] _/
  o7_211       {80}    [[0.18, 0.17, 0.03, 0.13, 0.05, 0.06, 0.02, 0.18, 0.07, 0.06]]      [[0]]        [7]
  o9_280       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [9]
   o7_14       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [7]
  o6_404       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [6]
  o0_442       {71}    [[0.14, 0.07, 0.04, 0.16, 0.11, 0.14, 0.07, 0.05, 0.05, 0.14]]      [[3]]        [0]
   o5_79       {70}    [[0.11, 0.00, 0.12, 0.18, 0.12, 0.08, 0.17, 0.11, 0.01, 0.05]]      [[3]]        [5]
  o0_321       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [0]
  o9_160       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [9]
  o8_125       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [8]
  o8_123       {65}    [[0.07, 0.06, 0.07, 0.13, 0.16, 0.09, 0.13, 0.04, 0.16, 0.03]]      [[4]]        [8]
  o2_192       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [2]
  o7_209       {63}    [[0.15, 0.07, 0.09, 0.19, 0.14, 0.11, 0.04, 0.09, 0.03, 0.04]]      [[3]]        [7]
  o1_274       {90}    [[0.15, 0.17, 0.10, 0.10, 0.06, 0.15, 0.01, 0.05, 0.11, 0.06]]      [[1]]        [1] _/
  o1_157       {76}    [[0.03, 0.21, 0.05, 0.18, 0.19, 0.09, 0.00, 0.03, 0.11, 0.06]]      [[1]]        [1] _/
  o7_329       {83}    [[0.00, 0.10, 0.06, 0.04, 0.15, 0.10, 0.14, 0.15, 0.14, 0.07]]      [[4]]        [7]
  o9_196       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [9]
  o0_118       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]      [[8]]        [0]
   o7_44       {70}    [[0.07, 0.05, 0.12, 0.12, 0.21, 0.02, 0.07, 0.18, 0.07, 0.04]]      [[4]]        [7]
  o7_345       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [7]
  o0_237       {75}    [[0.16, 0.00, 0.09, 0.09, 0.20, 0.09, 0.05, 0.04, 0.18, 0.08]]      [[4]]        [0]
  o2_287       {71}    [[0.14, 0.07, 0.04, 0.16, 0.11, 0.14, 0.07, 0.05, 0.05, 0.14]]      [[3]]        [2]
  o0_238       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [0]
  o0_117       {78}    [[0.23, 0.08, 0.12, 0.10, 0.01, 0.10, 0.10, 0.11, 0.10, 0.01]]      [[0]]        [0] _/
  o2_283       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]      [[7]]        [2]
   o8_19       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [8]
  o0_111       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [0] _/
  o0_471       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [0]
  o8_149       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [8] _/
   o8_15       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [8]
   o8_13       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [8]
  o8_154       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [8]
  o1_489       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [1]
  o8_276       {74}    [[0.04, 0.02, 0.02, 0.02, 0.17, 0.18, 0.10, 0.10, 0.18, 0.10]]      [[5]]        [8]
  o1_248       {84}    [[0.02, 0.16, 0.02, 0.11, 0.11, 0.04, 0.13, 0.10, 0.09, 0.16]]      [[1]]        [1] _/
  o6_301       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]      [[6]]        [6] _/
  o6_423       {76}    [[0.06, 0.03, 0.03, 0.17, 0.06, 0.17, 0.02, 0.05, 0.22, 0.14]]      [[8]]        [6]
  o8_398       {71}    [[0.18, 0.00, 0.09, 0.14, 0.04, 0.09, 0.08, 0.19, 0.02, 0.12]]      [[7]]        [8]
  o1_360       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [1]
  o1_241       {80}    [[0.18, 0.17, 0.03, 0.13, 0.05, 0.06, 0.02, 0.18, 0.07, 0.06]]      [[0]]        [1]
  o1_362       {85}    [[0.03, 0.18, 0.07, 0.03, 0.03, 0.20, 0.14, 0.10, 0.05, 0.12]]      [[5]]        [1]
  o1_365       {71}    [[0.14, 0.07, 0.04, 0.16, 0.11, 0.14, 0.07, 0.05, 0.05, 0.14]]      [[3]]        [1]
   o5_95       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [5]
   o6_64       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]      [[6]]        [6] _/
  o7_355       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]      [[7]]        [7] _/
  o0_228       {63}    [[0.15, 0.07, 0.09, 0.19, 0.14, 0.11, 0.04, 0.09, 0.03, 0.04]]      [[3]]        [0]
   o6_65       {71}    [[0.14, 0.07, 0.04, 0.16, 0.11, 0.14, 0.07, 0.05, 0.05, 0.14]]      [[3]]        [6]
   o5_94       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [5]
   o5_97       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [5]
   o7_31       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]      [[7]]        [7] _/
  o7_231       {83}    [[0.00, 0.10, 0.06, 0.04, 0.15, 0.10, 0.14, 0.15, 0.14, 0.07]]      [[4]]        [7]
   o5_92       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [5]
  o6_309       {80}    [[0.05, 0.12, 0.07, 0.08, 0.18, 0.12, 0.10, 0.08, 0.08, 0.07]]      [[4]]        [6]
  o0_103       {75}    [[0.16, 0.00, 0.09, 0.09, 0.20, 0.09, 0.05, 0.04, 0.18, 0.08]]      [[4]]        [0]
  o0_464       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [0] _/
  o1_259       {76}    [[0.03, 0.21, 0.05, 0.18, 0.19, 0.09, 0.00, 0.03, 0.11, 0.06]]      [[1]]        [1] _/
  o8_385       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]      [[8]]        [8] _/
  o8_142       {86}    [[0.04, 0.10, 0.11, 0.12, 0.02, 0.11, 0.09, 0.23, 0.12, 0.01]]      [[7]]        [8]
  o6_434       {65}    [[0.07, 0.06, 0.07, 0.13, 0.16, 0.09, 0.13, 0.04, 0.16, 0.03]]      [[4]]        [6]
  o8_383       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [8]
  o8_147       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [8]
  o6_311       {63}    [[0.15, 0.07, 0.09, 0.19, 0.14, 0.11, 0.04, 0.09, 0.03, 0.04]]      [[3]]        [6]
  o6_432       {70}    [[0.04, 0.02, 0.14, 0.05, 0.17, 0.15, 0.10, 0.10, 0.11, 0.08]]      [[4]]        [6]
  o7_227       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]      [[6]]        [7]
  o1_257       {78}    [[0.23, 0.08, 0.12, 0.10, 0.01, 0.10, 0.10, 0.11, 0.10, 0.01]]      [[0]]        [1]
   o8_33       {75}    [[0.16, 0.00, 0.09, 0.09, 0.20, 0.09, 0.05, 0.04, 0.18, 0.08]]      [[4]]        [8]
  o7_400       {70}    [[0.11, 0.00, 0.12, 0.18, 0.12, 0.08, 0.17, 0.11, 0.01, 0.05]]      [[3]]        [7]
  o0_138       {87}    [[0.09, 0.01, 0.06, 0.16, 0.11, 0.03, 0.13, 0.09, 0.16, 0.12]]      [[3]]        [0]
  o9_374       {65}    [[0.07, 0.06, 0.07, 0.13, 0.16, 0.09, 0.13, 0.04, 0.16, 0.03]]      [[4]]        [9]
   o8_32       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [8]
  o0_139       {63}    [[0.15, 0.07, 0.09, 0.19, 0.14, 0.11, 0.04, 0.09, 0.03, 0.04]]      [[3]]        [0]
  o9_254       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [9]
   o7_62       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [7]
  o9_377       {71}    [[0.14, 0.07, 0.04, 0.16, 0.11, 0.14, 0.07, 0.05, 0.05, 0.14]]      [[3]]        [9]
  o0_375       {80}    [[0.05, 0.12, 0.07, 0.08, 0.18, 0.12, 0.10, 0.08, 0.08, 0.07]]      [[4]]        [0]
  o8_327       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]      [[7]]        [8]
  o8_205       {65}    [[0.07, 0.06, 0.07, 0.13, 0.16, 0.09, 0.13, 0.04, 0.16, 0.03]]      [[4]]        [8]
  o0_373       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [0]
   o7_69       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]      [[7]]        [7] _/
   o8_38       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [8] _/
   o6_99       {65}    [[0.07, 0.06, 0.07, 0.13, 0.16, 0.09, 0.13, 0.04, 0.16, 0.03]]      [[4]]        [6]
  o0_376       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [0] _/
  o8_330       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]      [[8]]        [8] _/
  o8_334       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]      [[7]]        [8]
  o8_212       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [8]
  o0_490       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]      [[6]]        [0]
  o1_186       {76}    [[0.03, 0.21, 0.05, 0.18, 0.19, 0.09, 0.00, 0.03, 0.11, 0.06]]      [[1]]        [1] _/
   o7_54       {70}    [[0.11, 0.00, 0.12, 0.18, 0.12, 0.08, 0.17, 0.11, 0.01, 0.05]]      [[3]]        [7]
   o8_21       {76}    [[0.06, 0.03, 0.03, 0.17, 0.06, 0.17, 0.02, 0.05, 0.22, 0.14]]      [[8]]        [8] _/
   o8_20       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [8] _/
  o0_488       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [0] _/
  o0_367       {63}    [[0.15, 0.07, 0.09, 0.19, 0.14, 0.11, 0.04, 0.09, 0.03, 0.04]]      [[3]]        [0]
   o6_88       {78}    [[0.23, 0.08, 0.12, 0.10, 0.01, 0.10, 0.10, 0.11, 0.10, 0.01]]      [[0]]        [6]
  o0_487       {80}    [[0.18, 0.17, 0.03, 0.13, 0.05, 0.06, 0.02, 0.18, 0.07, 0.06]]      [[0]]        [0] _/
  o0_480       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [0]
  o8_445       {75}    [[0.16, 0.00, 0.09, 0.09, 0.20, 0.09, 0.05, 0.04, 0.18, 0.08]]      [[4]]        [8]
  o1_199       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [1]
   o7_87       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [7]
  o9_273       {84}    [[0.02, 0.16, 0.02, 0.11, 0.11, 0.04, 0.13, 0.10, 0.09, 0.16]]      [[1]]        [9]
   o9_23       {69}    [[0.23, 0.01, 0.14, 0.13, 0.04, 0.08, 0.11, 0.01, 0.07, 0.14]]      [[0]]        [9]
  o9_396       {83}    [[0.00, 0.10, 0.06, 0.04, 0.15, 0.10, 0.14, 0.15, 0.14, 0.07]]      [[4]]        [9]
   o7_86       {70}    [[0.07, 0.05, 0.12, 0.12, 0.21, 0.02, 0.07, 0.18, 0.07, 0.04]]      [[4]]        [7]
  o9_155       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]      [[8]]        [9]
   o8_50       {75}    [[0.16, 0.00, 0.09, 0.09, 0.20, 0.09, 0.05, 0.04, 0.18, 0.08]]      [[4]]        [8]
  o1_282       {78}    [[0.23, 0.08, 0.12, 0.10, 0.01, 0.10, 0.10, 0.11, 0.10, 0.01]]      [[0]]        [1]
  o7_420       {60}    [[0.13, 0.11, 0.05, 0.18, 0.16, 0.05, 0.10, 0.11, 0.05, 0.03]]      [[3]]        [7]
  o8_107       {60}    [[0.10, 0.03, 0.06, 0.08, 0.20, 0.08, 0.08, 0.10, 0.15, 0.10]]      [[4]]        [8]
  o8_229       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]      [[7]]        [8]
